address,city,county,state,latitude,longitude,stateFIPS,GEOID
"Princeton Executive Square, 5625 Allentown Rd.Suite #203, Camp Springs, MD 20746",Suitland,Prince George's County,MD,38.834912,-76.912745,24,24033
"5915 Greenbelt Rd, College Park, MD 20740",Berwyn Heights,Prince George's County,MD,38.997701,-76.912747,24,24033
"9063 Shady Grove Court, Gaithersburg, MD 20877",Gaithersburg,Montgomery County,MD,39.119433,-77.183759,24,24031
"40 Engle Street, Englewood, NJ 07631",Englewood,Bergen County,NJ,40.894234,-73.972614,34,34003
"7777 North University Drive, Suite 102, Ft. Lauderdale, FL 33321",Tamarac,Broward County,FL,26.218045,-80.254739,12,12011
"425 S. Cherry Street, Suite 300, Denver, CO 80246",Glendale,Arapahoe County,CO,39.708967,-104.934197,8,8005
"8200 E Belleview Ave., Suite #320, Englewood, CO 80111",Englewood,Arapahoe County,CO,39.623328,-104.893573,8,8005
"9370 SW 72nd St A104, Miami, FL 33173",Miami,Miami-Dade County,FL,25.700875,-80.345865,12,12086
"6161 Miramar Parkway, Suite 300, Miramar, FL 33023",Miramar,Broward County,FL,25.984911,-80.210533,12,12011
"330 Mount Auburn St, Cambridge, MA 02138",Cambridge,Middlesex County,MA,42.374605,-71.135595,25,25017
"1530 Ellis Street, Bellingham, WA 98225",Bellingham,Whatcom County,WA,48.750477,-122.471392,53,53073
"1805 E Division Street, Mount Vernon, WA 98274",Mount Vernon,Skagit County,WA,48.421269,-122.318046,53,53057
"4903 W. Pico Blvd. #202, Los Angeles, CA 90019",Los Angeles,Los Angeles County,CA,34.04817,-118.34362,6,6037
"7232 Van Nuys Blvd. Suite 202, Van Nuys, CA 91405",Van Nuys,Los Angeles County,CA,34.202238,-118.448465,6,6037
"1990 Central Park Avenue, Yonkers, NY 10710",Yonkers,Westchester County,NY,40.966313,-73.837672,36,36119
"400-B Crutchfield Street, Durham, NC, 27704",Durham,Durham County,NC,36.03925,-78.904383,37,37063
"2412 West Plaza Drive, Tallahassee, FL 32308",Tallahassee,Leon County,FL,30.457674,-84.238926,12,12073
"2127 State Road, Cuyahoga Falls, OH 44223",Cuyahoga Falls,Summit County,OH,41.136423,-81.508377,39,39153
"3461 Warrensville Center Rd. Suite 202, Shaker Heights, OH 44122",Beachwood,Cuyahoga County,OH,41.465393,-81.535883,39,39035
"24450 Evergreen Road, Suite 220, Southfield, MI, 48075",Southfield,Oakland County,MI,42.468197,-83.239431,26,26125
"3810 17 Mile Rd., Suite 1, Sterling Heights, MI, 48310",Sterling Heights,Macomb County,MI,42.578806,-83.071676,26,26099
"35000 Ford Rd., Suite 3, Westland, MI, 48185",Westland,Wayne County,MI,42.324378,-83.384498,26,26163
"8363 Meadow Road, Dallas, TX 75231",Dallas,Dallas County,TX,32.886501,-96.75975,48,48113
"79-01 Broadway, Elmhurst, NY 11373",Elmhurst,Queens County,NY,40.744586,-73.886173,36,36081
"462 First Avenue (New Ambulatory Care Building), 4th Floor, Room 4023, New York, NY 10016",New York,New York County,NY,40.73954,-73.976333,36,36061
"2601 Ocean Parkway, Brooklyn, NY 11235",Brooklyn,Kings County,NY,40.586022,-73.965731,36,36047
"506 Lenox Avenue, New York, NY 10037",New York,New York County,NY,40.814346,-73.940307,36,36061
"1400 Pelham Parkway South, Bldg. 5, 7th Floor, Bronx, NY 10461",Bronx,Bronx County,NY,40.857099,-73.847446,36,36005
"451 Clarkson Avenue, E Building, Brooklyn, NY 11203",Brooklyn,Kings County,NY,40.65625,-73.944614,36,36047
"234 East 149th Street, Bronx, NY 10451",Bronx,Bronx County,NY,40.817534,-73.924095,36,36005
"1901 First Avenue, New York, NY 10029",New York,New York County,NY,40.784771,-73.943905,36,36061
"3424 Kossuth Avenue, Bronx, NY 10467",Bronx,Bronx County,NY,40.880373,-73.881533,36,36005
"6210 Old National Highway, College Park, GA 30349",Atlanta,Fulton County,GA,33.585609,-84.468951,13,13121
"102 Candlewood Commons, Howell, NJ 07731",Howell,Monmouth County,NJ,40.147645,-74.224466,34,34025
"1024 Park Avenue, Suite 4, Plainfield, NJ 07060",Plainfield,Union County,NJ,40.610414,-74.410206,34,34039
"2001 W. Oakland Park Blvd., Ft. Lauderdale, FL 33311",Oakland Park,Broward County,FL,26.166009,-80.169916,12,12011
"1103 Lucerne Terrace, Orlando, FL 32806",Orlando,Orange County,FL,28.528909,-81.380377,12,12095
"502 South Magnolia Avenue, Tampa, FL 33606",Tampa,Hillsborough County,FL,27.939683,-82.46583,12,12057
"2100 Webster Street, Suite 319, San Francisco, CA 94115",San Francisco,San Francisco County,CA,37.790526,-122.43214,6,6075
"800 2nd Avenue, Suite 605, New York, NY 10017",New York,New York County,NY,40.750103,-73.97177,36,36061
"4500 East 9th Avenue, Suite 700, Denver, CO 80246",Denver,Denver County,CO,39.730878,-104.934446,8,8031
"10758A Jefferson Avenue, Newport News, VA 23601",Newport News,Newport News city,VA,37.053302,-76.461602,51,51700
"Hospital of the University of Pennsylvania, 1 Ravdin, 3400 Spruce Street, Philadelphia, PA 19104",Philadelphia,Philadelphia County,PA,39.960912,-75.19668,42,42101
"Penn Medicine Washington Square 10th Floor, 800 Walnut Street, Philadelphia, PA 19107",Philadelphia,Philadelphia County,PA,39.952532,-75.162678,42,42101
"777 Appletree Street, 7th Floor, Philadelphia, PA 19106",Philadelphia,Philadelphia County,PA,39.953754000000004,-75.152357,42,42101
"393 Bloomfield Avenue, Montclair, NJ 07042",Montclair,Essex County,NJ,40.812634,-74.215618,34,34013
"900 Ferry St. Wenatchee, WA 98801",Wenatchee,Chelan County,WA,47.411644,-120.312933,53,53007
"2500 S. Woodlands Village Blvd, Flagstaff, AZ 86001",Flagstaff,Coconino County,AZ,35.178043,-111.668105,4,4005
"5771 W. Eugie, Glendale, AZ 85304",Glendale,Maricopa County,AZ,33.60829,-112.183611,4,4013
"2255 N. Wyatt Dr., Tuscon, AZ 85712",Tucson,Pima County,AZ,32.248262,-110.881844,4,4019
"1837 E Baseline Rd, Tempe, AZ 85283",Tempe,Maricopa County,AZ,33.377212,-111.906364,4,4013
"160 South 1000 East, Suite 120, Salt Lake City, UT 84102",Salt Lake City,Salt Lake County,UT,40.765861,-111.862956,49,49035
"743 Pismo Street, San Luis Obispo, CA 93401",San Luis Obispo,San Luis Obispo County,CA,35.276831,-120.6617,6,6079
"518 Garden Street, Santa Barbara, CA 93101",Santa Barbara,Santa Barbara County,CA,34.420938,-119.692172,6,6083
"415 E Chapel Street, Santa Maria, CA 93454",Santa Maria,Santa Barbara County,CA,34.954617,-120.430722,6,6083
"1200 W. Hillcrest Dr., Thousand Oaks, CA 91320",Newbury Park,Ventura County,CA,34.184869,-118.90697,6,6111
"5400 Ralston Street, Ventura, CA 93003",Ventura,Ventura County,CA,34.259449,-119.217936,6,6111
"4600 Gulf Freeway, Ste. 300, Houston, TX 77023",Houston,Harris County,TX,29.725695,-95.334709,48,48201
"12614 Southwest Freeway, Suite A, Stafford, TX 77477",Stafford,Fort Bend County,TX,29.638855,-95.583106,48,48157
"12220 SW First St., Suite 200, Beaverton, OR 97005",Beaverton,Washington County,OR,45.485811,-122.802528,41,41067
"2330 NE Division St., Suite 7, Bend, OR 97703",Bend,Deschutes County,OR,44.072822,-121.305726,41,41017
"14411 SE McLoughlin Blvd, Milwaukie, OR 97267",Portland,Clackamas County,OR,45.419071,-122.633461,41,41005
"3727 NE Martin Luther King Jr. Boulevard, Portland, OR 97212",Portland,Multnomah County,OR,45.549897,-122.662128,41,41051
"3825 Wolverine St., NE, Salem, OR 97305",Salem,Marion County,OR,44.958703,-122.985747,41,41047
"11516 SE Mill Plain Blvd, Vancouver, WA 98684",Vancouver,Clark County,WA,45.621755,-122.553843,53,53011
"1501 Aldersgate Rd. Little Rock, AR 72205",Little Rock,Pulaski County,AR,34.739965,-92.389557,5,5119
"755 New York Ave, Huntington, NY 11743",Huntington,Suffolk County,NY,40.86011,-73.420692,36,36103
"6 Gramatan Avenue, 4th Floor, Mt. Vernon, NY 10550",Mount Vernon,Westchester County,NY,40.912465,-73.837727,36,36119
"247-249 North Ave, New Rochelle, NY 10801",New Rochelle,Westchester County,NY,40.911341,-73.781361,36,36119
"450 Waverly Ave, Patchogue, NY 11772",Patchogue,Suffolk County,NY,40.779336,-73.033172,36,36103
"877 E Main Street, Ste. 109, Riverhead, NY 11901",Riverhead,Suffolk County,NY,40.923866,-72.651367,36,36103
"70 Maple Ave, Smithtown, NY 11787",Smithtown,Suffolk County,NY,40.853027,-73.197908,36,36103
"25 Perlman Drive, Spring Valley, NY 10977",Spring Valley,Rockland County,NY,41.106635,-74.031821,36,36087
"180 Sunrise Highway, West Islip, NY 11795",West Islip,Suffolk County,NY,40.724648,-73.290762,36,36103
"175 Tarrytown Road, White Plains, NY 10607",White Plains,Westchester County,NY,41.040235,-73.788893,36,36119
"20 S Broadway, Yonkers, NY 10701",Yonkers,Westchester County,NY,40.933023,-73.898274,36,36119
"29 North Ninth Street, Allentown, PA 18101",Allentown,Lehigh County,PA,40.602161,-75.475636,42,42077
"1514 North Second Street, Harrisburg, PA 17102",Harrisburg,Dauphin County,PA,40.270851,-76.893725,42,42043
"48 South Fourth Street, Reading, PA 19602",Reading,Berks County,PA,40.333819,-75.93019,42,42011
"610 Louis Drive, Warminster, PA 18974",Warminster,Bucks County,PA,40.199807,-75.087112,42,42017
"101 N. Main Street, Wilkes-Barre, PA 18701",Wilkes Barre,Luzerne County,PA,41.24773,-75.877852,42,42079
"728 South Beaver St, York, PA 17401",York,York County,PA,39.952399,-76.725223,42,42133
"470 Pleasant Street, Worcester, MA 01609",Worcester,Worcester County,MA,42.263192,-71.818125,25,25027
"1055 Commonwealth Avenue, Boston, MA 02215",Boston,Suffolk County,MA,42.35243,-71.12291,25,25025
"3550 Main Street, Suite 201, Springfield, MA 01107",Springfield,Hampden County,MA,42.125609,-72.61219,25,25013
"533 E. Palmdale Boulevard, Ste. 533-A1, Palmdale, CA 93550",Palmdale,Los Angeles County,CA,34.580404,-118.119749,6,6037
"1057 Kingston Avenue, Los Angeles, CA 90033",Los Angeles,Los Angeles County,CA,34.057137,-118.209654,6,6037
"916 W Burbank Blvd. #M, Burbank, CA 91506",Burbank,Los Angeles County,CA,34.183379,-118.322385,6,6037
"21001 Sherman Way #9, Canoga Park, CA 91303",Canoga Park,Los Angeles County,CA,34.201259,-118.590938,6,6037
"661 East University Drive, Carson, CA 90746",Carson,Los Angeles County,CA,33.85832,-118.264505,6,6037
"4402 East Compton Blvd Suite #104, Compton, CA 90221",Compton,Los Angeles County,CA,33.895995,-118.194479,6,6037
"8520 So. Broadway, Los Angeles, CA 90003",Los Angeles,Los Angeles County,CA,33.949164,-118.273156,6,6037
"5068 Whittier Blvd, Los Angeles, CA 90022",Los Angeles,Los Angeles County,CA,34.02088,-118.160349,6,6037
"4786 N. Peck Rd, Ste. B, El Monte, CA 91732",El Monte,Los Angeles County,CA,34.089437,-118.01507,6,6037
"1014 1/2 N Vermont Ave, Los Angeles, CA 90029",Los Angeles,Los Angeles County,CA,34.09027,-118.29148,6,6037
"7655 Greenleaf Ave, Whittier, CA 90602",Whittier,Los Angeles County,CA,33.97266,-118.037514,6,6037
"5525 E Del Amo Blvd., Lakewood, CA 90713",Lakewood,Los Angeles County,CA,33.847455,-118.124135,6,6037
"2690 Pacific Avenue, STE 370, Long Beach, CA 90806",Long Beach,Los Angeles County,CA,33.805839,-118.193323,6,6037
"1550 N Garey Ave, Pomona, CA 91767",Pomona,Los Angeles County,CA,34.073586,-117.751831,6,6037
"400 West 30th St, Los Angeles, CA 90007",Los Angeles,Los Angeles County,CA,34.02393,-118.27577,6,6037
"1316 3rd Street Promenade, Suite 201, Santa Monica, CA 90401",Santa Monica,Los Angeles County,CA,34.01667,-118.497554,6,6037
"14623 Hawthorne Blvd #300, Lawndale, CA 90260",Lawndale,Los Angeles County,CA,33.898565,-118.352992,6,6037
"7100 Van Nuys Blvd., Suite 108, Van Nuys, CA 91405",Van Nuys,Los Angeles County,CA,34.199383,-118.448559,6,6037
"825 N. San Vicente Blvd., West Hollywood, CA 90069",West Hollywood,Los Angeles County,CA,34.085402,-118.384918,6,6037
"201 29th Street, Ste. B, Sacramento, CA 95816",Sacramento,Sacramento County,CA,38.581776,-121.463904,6,6067
"2633 16th Street, Bakersfield, CA 93301",Bakersfield,Kern County,CA,35.372163,-119.032863,6,6029
"5440 Thornwood Drive, San Jose, CA 95123",San Jose,Santa Clara County,CA,37.253752,-121.860582,6,6085
"8480 Enterprise Way, Oakland, CA 94621",Oakland,Alameda County,CA,37.742396,-122.192324,6,6001
"678 N Wilson Way #G, Stockton, CA 95205",Stockton,San Joaquin County,CA,37.963078,-121.27303,6,6077
"3131 Alum Rock Avenue, San Jose, CA 95127",San Jose,Santa Clara County,CA,37.36652,-121.827413,6,6085
"6095 N. 1st Street, Fresno, CA 93710",Fresno,Fresno County,CA,36.825392,-119.773669,6,6019
"455 W. 5th Street Reno, NV 89503",Reno,Washoe County,NV,39.530331,-119.820714,32,32031
"5385 Franklin Blvd., Suite A-D, Sacramento, CA 95820",Sacramento,Sacramento County,CA,38.52628,-121.471529,6,6067
"650 N. Fulton Street, Fresno, CA 93728",Fresno,Fresno County,CA,36.75219,-119.799947,6,6019
"760 Renz Lane, Gilroy, CA 95020",Gilroy,Santa Clara County,CA,37.004278,-121.555664,6,6085
"1032 A Street, Hayward, CA 94541",Hayward,Alameda County,CA,37.67455,-122.083372,6,6001
"500 E. Almond Suite #1, Madera, CA 93637",Madera,Madera County,CA,36.944699,-120.052349,6,6039
"3166 Collins Dr., Merced, CA 95348",Merced,Merced County,CA,37.320272,-120.475671,6,6047
"2500 California Street, Mountain View, CA 94040",Mountain View,Santa Clara County,CA,37.403505,-122.106123,6,6085
"5700 Watt Ave., North Highlands, CA 95660",North Highlands,Sacramento County,CA,38.670127,-121.382881,6,6067
"4555 Precissi Lane, Stockton, CA 95207",Stockton,San Joaquin County,CA,37.989177,-121.315458,6,6077
"2907 El Camino Real, Redwood City , CA 94061",Redwood City,San Mateo County,CA,37.46948,-122.211924,6,6081
"729 Sunrise Ave. Suite 900, Roseville, CA 95661",Roseville,Placer County,CA,38.734211,-121.270118,6,6061
"316 N. Main Street, Salinas, CA 93901",Salinas,Monterey County,CA,36.682622,-121.652855,6,6053
"1691 The Alameda, San Jose, CA 95126",San Jose,Santa Clara County,CA,37.336931,-121.919764,6,6085
"29 Baywood Ave, San Mateo, CA 94402",San Mateo,San Mateo County,CA,37.564578,-122.328651,6,6081
"625 Hilby Ave, Seaside, CA 93955",Seaside,Monterey County,CA,36.602727,-121.849631,6,6053
"435 Grand Avenue, South San Francisco, CA 94080",South San Francisco,San Mateo County,CA,37.655719,-122.413926,6,6081
"1441 N. Tracy Blvd., Tracy, CA 95376",Tracy,San Joaquin County,CA,37.744661,-121.435346,6,6077
"398 South Green Valley Road, Watsonville, CA 95076",Watsonville,Santa Cruz County,CA,36.93025,-121.776893,6,6087
"1682 7th Street, Oakland, CA 94607",Oakland,Alameda County,CA,37.806723,-122.300108,6,6001
"1119 Pacific Ave. Suite 200, Santa Cruz, CA 95060",Santa Cruz,Santa Cruz County,CA,36.972198,-122.025973,6,6087
"520 Cottonwood Street, Suite 10, Woodland, CA 95695",Woodland,Yolo County,CA,38.674941,-121.794098,6,6113
"430 Palora Ave #G, Yuba City, CA 95991",Yuba City,Sutter County,CA,39.128148,-121.633967,6,6101
"2530 Chamberlain Street, Ames, IA 50014",Ames,Story County,IA,42.021232,-93.651498,19,19169
"2520 Melrose Drive, Suite L, Cedar Falls, IA 50613",Cedar Falls,Black Hawk County,IA,42.514298,-92.430923,19,19013
"1604 2nd Ave, Council Bluffs, IA 51501",Council Bluffs,Pottawattamie County,IA,41.259922,-95.867833,19,19155
"5631 S. 48th Street, Lincoln, NE 68516",Lincoln,Lancaster County,NE,40.756296,-96.65427,31,31109
"3105 N. 93rd St, Omaha, NE 68134",Omaha,Douglas County,NE,41.287184,-96.055367,31,31055
"1212 7th St. NW, Rochester, MN 55901",Rochester,Olmsted County,MN,44.031117,-92.481104,27,27109
"1000 E. Army Post Road, Des Moines, IA 50315",Des Moines,Polk County,IA,41.527669,-93.602641,19,19153
"6511 West 41st Street, Sioux Falls, SD 57106",Sioux Falls,Minnehaha County,SD,43.514523,-96.807817,46,46099
"671 Vandalia St., St. Paul, MN 55114",Saint Paul,Ramsey County,MN,44.961608,-93.189447,27,27123
"1104 Buchanan Road #C10, Antioch, CA 94509",Antioch,Contra Costa County,CA,37.998857,-121.822962,6,6013
"3100 Cohasset Rd., Chico, CA 95973",Chico,Butte County,CA,39.771866,-121.843134,6,6007
"14671 Olympic Drive, Clearlake, CA 95422",Clearlake,Lake County,CA,38.961746,-122.638242,6,6033
"2185 Pacheco Street, Concord, CA 94520",Concord,Contra Costa County,CA,37.97908,-122.03486,6,6013
"320 El Cerrito Plaza, El Cerrito, CA 94530",El Cerrito,Contra Costa County,CA,37.918024,-122.30248,6,6013
"3225 Timber Fall Court, Suite B, Eureka, CA 95503",Eureka,Humboldt County,CA,40.778915,-124.135283,6,6023
"1325 Travis Blvd. #C, Fairfield, CA 94533",Fairfield,Solano County,CA,38.257575,-122.052006,6,6095
"2970 Hilltop Mall Rd #307, Richmond, CA 94806",San Pablo,Contra Costa County,CA,37.977437,-122.329144,6,6013
"1735 Jefferson St, Napa, CA 94559",Napa,Napa County,CA,38.303526,-122.294605,6,6055
"2935 Bechelli Lane, Redding, CA 96002",Redding,Shasta County,CA,40.56453,-122.36234,6,6089
"1650 Valencia St, San Francisco, CA 94110",San Francisco,San Francisco County,CA,37.746157,-122.420328,6,6075
"2 H Street, San Rafael, CA 94901",San Rafael,Marin County,CA,37.974359,-122.538385,6,6041
"200 Porter Drive, Suite 200, San Ramon, CA 94583",San Ramon,Contra Costa County,CA,37.773842,-121.990482,6,6013
"1140 Sonoma Ave Building 3, Santa Rosa, CA 95405",Santa Rosa,Sonoma County,CA,38.440974,-122.700065,6,6097
"242-A Hospital Drive, Ukiah, CA 95482",Ukiah,Mendocino County,CA,39.15251,-123.204056,6,6045
"303 Sacramento Street, Vallejo, CA 94590",Vallejo,Solano County,CA,38.099655,-122.258846,6,6095
"1357 Oakland Blvd., Walnut Creek, CA 94596",Walnut Creek,Contra Costa County,CA,37.897865,-122.07043,6,6013
"2824 W Ridge Road, Rochester, NY 14626",Rochester,Monroe County,NY,43.210614,-77.70374,36,36055
"222 W Main Street, Batavia, NY 14020",Batavia,Genesee County,NY,43.001042,-78.193476,36,36037
"2697 Main Street, Buffalo, NY 14214",Buffalo,Erie County,NY,42.940506,-78.837188,36,36029
"15 LaFayette Avenue, Canandiagua, NY 14424",Canandaigua,Ontario County,NY,42.886106,-77.277898,36,36069
"750 Portage Road, Niagara Falls, NY 14301",Niagara Falls,Niagara County,NY,43.096152,-79.049819,36,36063
"15 Webster Street, North Tonawanda, NY 14120",North Tonawanda,Niagara County,NY,43.022267,-78.877535,36,36063
"114 University Avenue, Rochester, NY 14605",Rochester,Monroe County,NY,43.16092,-77.599554,36,36055
"1120 E Genesee Street, Syracuse, NY 13210",Syracuse,Onondaga County,NY,43.04658,-76.132692,36,36067
"Wimbledon Plaza 240 Center Road, West Seneca, NY 14224",Buffalo,Erie County,NY,42.842062,-78.772807,36,36029
"14601 SE Division Street Portland, OR 97233",Portland,Multnomah County,OR,45.504533,-122.512932,41,41051
"805 S Governors Ave, Dover, DE 19901",Dover,Kent County,DE,39.14842,-75.524685,10,10001
"625 N Shipley Street, Wilmington, DE 19801",Wilmington,New Castle County,DE,39.742889,-75.550854,10,10003
"4803 State Highway/30 KEM Plaza, Amsterdam, NY 12010",Amsterdam,Montgomery County,NY,42.906298,-74.229042,36,36057
"109 Legion Drive, Cobleskill, NY 12043",Cobleskill,Schoharie County,NY,42.680876,-74.480682,36,36095
"35 West William Street, Corning, NY 14830",Corning,Steuben County,NY,42.150194,-77.062516,36,36101
"21-41 45th Rd, Queens, NY 11101",Long Island City,Queens County,NY,40.746443,-73.946161,36,36081
"755 E. Church Street, Elmira, NY 14901",Elmira,Chemung County,NY,42.094141,-76.794877,36,36015
"110 School Street, Glen Cove, NY 11542",Glen Cove,Nassau County,NY,40.867957,-73.630406,36,36059
"7 Coates Drive, Suite 4, Goshen, NY 10924",Goshen,Orange County,NY,41.390469,-74.335807,36,36071
"540 Fulton Ave, Hempstead, NY 11550",Hempstead,Nassau County,NY,40.70986,-73.612719,36,36059
"111 Seneca Street, Hornell, NY 14843",Hornell,Steuben County,NY,42.332083,-77.660862,36,36101
"620 West Seneca Street, Ithaca, NY 14850",Ithaca,Tompkins County,NY,42.440319,-76.509489,36,36109
"400 North Perry Street, Johnstown, NY 12095",Johnstown,Fulton County,NY,43.020535,-74.368469,36,36035
"21 Grand Street, Kingston, NY 12401",Kingston,Ulster County,NY,41.928867,-73.999602,36,36111
"26 Bleecker Street, New York, NY 10012",New York,New York County,NY,40.725527,-73.993695,36,36061
"35 Carmans Road, Massapequa, NY 11758",Massapequa,Nassau County,NY,40.683529,-73.430514,36,36059
"14 Prince Street, Monticello, NY 12701",Monticello,Sullivan County,NY,41.654849,-74.690182,36,36105
"136 Lake Street, Suite 11, Newburgh, NY 12550",Newburgh,Orange County,NY,41.497681,-74.030567,36,36071
"17 Noxon Street, Poughkeepsie, NY 12601",Poughkeepsie,Dutchess County,NY,41.701113,-73.929422,36,36027
"543 Bay Road, Queensbury, NY 12804",Queensbury,Warren County,NY,43.346259,-73.655835,36,36113
"236 Washington Street, Saratoga Springs, NY 12866",Saratoga Springs,Saratoga County,NY,43.079579,-73.801289,36,36091
"1040 State Street, Schenectady, NY 12307",Schenectady,Schenectady County,NY,42.801355,-73.928584,36,36093
"23 Hyatt Street , Staten Island, NY 10301",Staten Island,Richmond County,NY,40.64206,-74.07715,36,36085
"349 E 149th Street, 2nd Floor, Bronx, NY 10451",Bronx,Bronx County,NY,40.816792,-73.919823,36,36005
"1424 Genesee Street, Utica, NY 13502",Utica,Oneida County,NY,43.094184,-75.246687,36,36065
"44 Court Street, 6th Floor, Brooklyn, NY 11201",Brooklyn,Kings County,NY,40.692663,-73.991102,36,36047
"25350 Rockside Rd, Bedford Heights, OH 44146",Bedford,Cuyahoga County,OH,41.40916,-81.499616,39,39035
"3255 East Main Street, Columbus, OH 43213",Columbus,Franklin County,OH,39.956214,-82.91129,39,39049
"1511 E. Missouri Avenue, El Paso, TX 79902",El Paso,El Paso County,TX,31.770213,-106.476909,48,48141
"201 E. Ben White Blvd - Bldg. A, Austin, TX 78704",Austin,Travis County,TX,30.222872,-97.763033,48,48453
"7989 West Virginia Drive, Dallas, TX 75237",Dallas,Dallas County,TX,32.649248,-96.876398,48,48113
"6464 John Ryan Drive - Suite A, Fort Worth, TX 76132",Fort Worth,Tarrant County,TX,32.654841,-97.420965,48,48439
"7426 West Bonnie Place, Kennewick, WA 99336",Kennewick,Benton County,WA,46.231987,-119.219085,53,53005
"1525 SE King Drive, Pullman, WA 99163",Pullman,Whitman County,WA,46.730331,-117.218027,53,53075
"123 E. Indiana Ave., Spokane, WA 99207",Spokane,Spokane County,WA,47.675171,-117.408353,53,53063
"12104 E. Main Ave, Spokane Valley, WA 99206",Spokane Valley,Spokane County,WA,47.658639,-117.242264,53,53063
"828 South First Avenue, Walla Walla, WA 99362",Walla Walla,Walla Walla County,WA,46.056679,-118.332017,53,53071
"1117 Tieton Drive, Yakima, WA 98902",Yakima,Yakima County,WA,46.592746,-120.523971,53,53077
"3051 E. New York St., Aurora, IL 60504",Aurora,DuPage County,IL,41.758191,-88.239255,17,17043
"5937 W Chicago Ave., Chicago, IL 60651",Chicago,Cook County,IL,41.894486,-87.773798,17,17031
"1319 N. Veterans Parkway, Bloomington, IL 61704",Bloomington,McLean County,IL,40.495925,-88.952277,17,17113
"302 E Stoughton, Champaign, IL 61820",Champaign,Champaign County,IL,40.11361,-88.235378,17,17019
"3021 N Oakland Ave, Decatur, IL 62526",Decatur,Macon County,IL,39.877257,-88.974287,17,17115
"6059 S. Ashland Ave., Chicago, IL 60636",Chicago,Cook County,IL,41.783251,-87.663936,17,17031
"19831 Governors Highway, Flossmoor, IL 60422",Flossmoor,Cook County,IL,41.529175,-87.697509,17,17031
"18 S. Michigan Avenue, Chicago, IL 60603",Chicago,Cook County,IL,41.88146,-87.624941,17,17031
"1200 N LaSalle Street, Chicago, IL 60610",Chicago,Cook County,IL,41.903877,-87.633011,17,17031
"612 Court Street, Ottawa, IL 61350",Ottawa,LaSalle County,IL,41.345879,-88.841992,17,17099
"2709 N Knoxville Ave, Peoria, IL 61604",Peoria,Peoria County,IL,40.720727,-89.594199,17,17143
"5725 North Broadway, Chicago, IL 60660",Chicago,Cook County,IL,41.986343,-87.659555,17,17031
"11250 S Halsted St., Chicago, IL 60628",Chicago,Cook County,IL,41.688862,-87.642655,17,17031
"601 N. Bruns, Springfield, IL 62702",Springfield,Sangamon County,IL,39.831699,-89.646507,17,17167
"1601 N Lewis, Waukegan, IL 60085",Waukegan,Lake County,IL,42.382769,-87.85457,17,17097
"421 S College Ave, Bloomington, IN, 47403",Bloomington,Monroe County,IN,39.162232,-86.534657,18,18105
"8590 Georgetown Road, Indianapolis IN 46268",Indianapolis,Marion County,IN,39.910191,-86.241689,18,18097
"964 Mezzanine Dr., Lafayette, IN 47905",Lafayette,Tippecanoe County,IN,40.404659,-86.833133,18,18157
"8645 Connecticut Street, Merrillville, IN 46410",Merrillville,Lake County,IN,41.460857,-87.333077,18,18089
"929 West Street #200, Annapolis, MD 21401",Annapolis,Anne Arundel County,MD,38.976222,-76.509191,24,24003
"330 North Howard Street, Baltimore, MD 21201",Baltimore,Baltimore city,MD,39.29376,-76.620075,24,24510
"170 Thomas Johnson Drive, Frederick, MD 21702",Frederick,Frederick County,MD,39.442177,-77.405859,24,24021
"1714 Joan Ave, Towson, MD 21234",Parkville,Baltimore County,MD,39.392866,-76.562419,24,24005
"8579 Commerce Drive #102, Easton, MD 21601",Easton,Talbot County,MD,38.784432,-76.082115,24,24041
"680 Broadway, Paterson, NJ 07505",Paterson,Passaic County,NJ,40.91813,-74.145066,34,34031
"560 Dr. Martin Luther King Blvd. Ste. 100, East Orange, NJ 07018",East Orange,Essex County,NJ,40.767615,-74.219063,34,34013
"70 Adams St, Suite 13, Newark, NJ 07105",Newark,Essex County,NJ,40.729986,-74.157844,34,34013
"29 N Fullerton Ave, Montclair, NJ 07042",Montclair,Essex County,NJ,40.814904,-74.21646,34,34013
"240 Mulberry Street Floor 1, Newark, NJ 07102",Newark,Essex County,NJ,40.730653,-74.17138,34,34013
"19650 Clubhouse Road #101, Gaithersburg, MD 20879",Montgomery Village,Montgomery County,MD,39.173598,-77.207023,24,24031
"1225 4th St. NE, Washington, DC 20002",Washington,District of Columbia,DC,38.906324,-77.000259,11,11001
"5001 Silver Hill Road, Suite #103, Suitland, MD 20746",Suitland,Prince George's County,MD,38.850637,-76.92162,24,24033
"3100 Professional Drive, Ann Arbor, MI, 48104",Ann Arbor,Washtenaw County,MI,42.25523,-83.699116,26,26161
"4229 Cass Ave., Detroit, MI, 48201",Detroit,Wayne County,MI,42.350749,-83.063795,26,26163
"23338 Woodward Ave., Ferndale, MI 48220",Ferndale,Oakland County,MI,42.465653,-83.137389,26,26125
"G-3371 Beecher Road, Flint, MI, 48532",Flint,Genesee County,MI,43.011127,-83.803045,26,26049
"425 Cherry St. SE, Grand Rapids, MI 49503",Grand Rapids,Kent County,MI,42.960015,-85.658048,26,26081
"4201 W. Michigan Ave, Kalamazoo, MI, 49006",Kalamazoo,Kalamazoo County,MI,42.277187,-85.640699,26,26077
"300 N. Clippert, Ste. 6, Lansing, MI 48912",Lansing,Ingham County,MI,42.735889,-84.508333,26,26065
